delivery_id,source_city,destination_city,source_lat,source_long,dest_lat,dest_long,distance_km,vehicle_type,driver_id,package_weight_kg,order_time,scheduled_delivery_time,actual_delivery_time,traffic_level,weather_condition,road_type,delay_minutes,is_delayed
DLV001047,Kanpur,Visakhapatnam,26.279279,80.525278,17.953045,83.022595,960.82,Car,DRV066,4.07,2023-10-12 23:46:00,2023-10-13 15:58:49.840782,2023-10-13 15:28:49.840782,7,Clear,Highway,-30.0,0
DLV001048,Kolkata,Vadodara,22.518926,88.590919,22.50012,73.668568,1532.24,Van,DRV022,18.18,2023-04-12 14:55:00,2023-04-13 16:46:23.639830,2023-04-13 16:49:23.639830,7,Clear,Highway,3.0,0
DLV001049,Visakhapatnam,Chennai,17.411961,83.380818,13.192382,80.685798,551.04,Car,DRV052,11.86,2023-01-05 09:07:00,2023-01-06 09:13:28.974122,2023-01-06 11:48:28.974122,5,Fog,City,155.0,1
DLV001050,Surat,Kolkata,21.238469,72.605766,22.547035,88.197677,1614.53,Truck,DRV038,3.87,2023-09-25 21:13:00,2023-09-27 11:41:46.971014,2023-09-27 12:25:46.971014,6,Cloudy,Rural,44.0,1
DLV001051,Pune,Nagpur,18.599713,74.245701,21.215105,79.219922,595.78,Truck,DRV022,3.84,2023-09-26 22:53:00,2023-09-27 12:26:14.060482,2023-09-27 13:04:14.060482,6,Fog,Highway,38.0,1
DLV001052,Mumbai,Kanpur,18.808859,72.869702,26.260135,80.013664,1106.15,Truck,DRV026,7.59,2023-12-22 03:34:00,2023-12-23 22:09:13.018156,2023-12-23 23:49:13.018156,2,Fog,City,100.0,1
DLV001053,Bangalore,Indore,12.975733,77.41741,22.477708,75.821685,1069.96,Truck,DRV045,11.07,2023-11-18 00:59:00,2023-11-19 20:27:02.187926,2023-11-19 20:34:02.187926,5,Rain,City,7.0,0
DLV001054,Lucknow,Indore,26.452914,81.222077,23.027557,76.125465,640.18,Car,DRV033,15.12,2023-10-15 17:41:00,2023-10-16 09:17:15.671306,2023-10-16 11:28:15.671306,10,Rain,Highway,131.0,1
DLV001055,Kolkata,Lucknow,22.186566,88.507808,27.181025,81.023553,937.81,Van,DRV017,4.07,2023-09-25 18:41:00,2023-09-27 19:55:05.389114,2023-09-27 22:05:05.389114,10,Fog,City,130.0,1
DLV001056,Coimbatore,Visakhapatnam,11.045507,76.490177,17.825763,82.799947,1014.6,Truck,DRV022,60.22,2023-01-02 07:13:00,2023-01-03 02:39:47.141356,2023-01-03 03:09:47.141356,3,Clear,Rural,30.0,1
DLV001057,Kanpur,Bangalore,26.384915,80.124555,13.017028,77.228016,1516.86,Van,DRV018,19.97,2023-09-19 14:27:00,2023-09-22 08:48:45.920080,2023-09-22 12:11:45.920080,5,Fog,City,203.0,1
DLV001058,Indore,Thane,22.382954,75.462013,18.863815,73.355228,448.52,Car,DRV091,14.1,2023-08-31 11:19:00,2023-09-01 05:12:05.453315,2023-09-01 04:55:05.453315,9,Cloudy,City,-17.0,0
DLV001059,Kolkata,Lucknow,22.600789,88.331161,26.453412,81.095756,847.83,Truck,DRV056,8.65,2023-10-14 14:31:00,2023-10-15 15:23:10.421874,2023-10-15 15:15:10.421874,2,Snow,Rural,-8.0,0
DLV001060,Kolkata,Mumbai,22.698655,87.939179,18.688397,72.427009,1673.02,Motorcycle,DRV060,8.81,2023-12-10 11:46:00,2023-12-12 07:41:00.701515,2023-12-12 07:23:00.701515,10,Fog,Highway,-18.0,0
DLV001061,Indore,Nagpur,22.477079,75.493361,20.905848,78.973258,399.73,Truck,DRV096,8.55,2023-01-06 06:28:00,2023-01-06 19:15:28.413230,2023-01-06 19:57:28.413230,4,Snow,Rural,42.0,1
DLV001062,Nagpur,Jaipur,21.480774,79.298552,26.524903,76.02322,652.04,Van,DRV078,13.27,2023-05-20 01:41:00,2023-05-21 02:01:34.824581,2023-05-21 01:47:34.824581,8,Snow,Rural,-14.0,0
DLV001063,Jaipur,Delhi,26.687499,75.926408,28.454862,77.706672,263.45,Van,DRV092,3.0,2023-08-30 19:40:00,2023-08-31 06:16:14.369655,2023-08-31 06:20:14.369655,3,Fog,City,4.0,0
DLV001064,Hyderabad,Delhi,17.815672,78.011344,28.810589,77.434326,1223.99,Motorcycle,DRV004,2.82,2023-11-10 22:09:00,2023-11-11 20:01:43.837968,2023-11-11 19:34:43.837968,2,Rain,Highway,-27.0,0
DLV001065,Bhopal,Delhi,23.596279,77.887039,29.089502,76.774277,620.79,Motorcycle,DRV013,12.03,2023-10-06 08:54:00,2023-10-07 05:04:32.242826,2023-10-07 08:56:32.242826,10,Rain,Rural,232.0,1
DLV001066,Kanpur,Kolkata,26.597242,79.96025,22.722787,88.846383,995.58,Motorcycle,DRV067,21.58,2023-01-08 21:25:00,2023-01-09 21:48:30.486587,2023-01-09 21:50:30.486587,1,Fog,Rural,2.0,0
DLV001067,Chennai,Lucknow,13.494519,80.209831,26.386648,80.808493,1434.9,Van,DRV023,12.69,2023-08-16 01:17:00,2023-08-17 05:53:29.696875,2023-08-17 05:23:29.696875,9,Cloudy,Highway,-30.0,0
DLV001068,Lucknow,Jaipur,26.806044,80.501302,26.839295,75.756325,470.84,Motorcycle,DRV016,17.75,2023-06-24 14:36:00,2023-06-25 01:35:10.280909,2023-06-25 01:16:10.280909,8,Clear,Rural,-19.0,0
DLV001069,Bangalore,Pune,13.400156,77.735686,18.332053,73.882018,685.93,Motorcycle,DRV076,5.2,2023-11-17 00:49:00,2023-11-17 14:11:32.534499,2023-11-17 13:56:32.534499,4,Rain,Highway,-15.0,0
DLV001070,Lucknow,Pune,26.701984,81.128712,18.682632,74.072022,1147.96,Truck,DRV040,0.8,2023-01-28 12:45:00,2023-01-29 17:26:56.491851,2023-01-29 19:23:56.491851,5,Snow,Highway,117.0,1
DLV001071,Pune,Lucknow,18.288543,73.672368,26.471951,81.10171,1187.4,Truck,DRV023,8.19,2023-06-01 08:44:00,2023-06-03 06:26:53.245839,2023-06-03 07:40:53.245839,2,Fog,City,74.0,1
DLV001072,Patna,Bhopal,25.963796,85.528432,23.208938,77.371904,879.55,Truck,DRV005,4.56,2023-10-27 12:09:00,2023-10-28 07:30:00.467263,2023-10-28 07:18:00.467263,4,Cloudy,Rural,-12.0,0
DLV001073,Pune,Nagpur,18.097369,74.027465,21.467059,78.832855,626.97,Motorcycle,DRV012,23.89,2023-09-20 06:16:00,2023-09-21 07:44:13.712178,2023-09-21 11:32:13.712178,5,Rain,City,228.0,1
DLV001074,Kolkata,Patna,22.94972,88.10708,25.644671,84.830093,447.28,Truck,DRV060,5.63,2023-10-28 10:23:00,2023-10-29 04:50:00.699113,2023-10-29 04:26:00.699113,10,Cloudy,City,-24.0,0
DLV001075,Nagpur,Mumbai,20.747679,79.499321,19.396508,73.137735,681.13,Truck,DRV054,1.07,2023-09-01 10:21:00,2023-09-01 21:25:05.889381,2023-09-01 21:06:05.889381,6,Clear,Highway,-19.0,0
DLV001076,Mumbai,Visakhapatnam,19.122476,72.469053,17.943447,83.300935,1149.29,Car,DRV076,3.45,2023-10-22 22:27:00,2023-10-24 22:43:12.855795,2023-10-24 23:56:12.855795,4,Fog,City,73.0,1
DLV001077,Visakhapatnam,Indore,17.37339,82.906732,22.403849,75.414702,962.25,Motorcycle,DRV006,23.33,2023-04-30 16:06:00,2023-05-02 10:11:54.822157,2023-05-02 10:44:54.822157,5,Fog,City,33.0,1
DLV001078,Kolkata,Vadodara,22.090098,87.912905,22.37997,73.500696,1483.18,Truck,DRV039,9.94,2023-11-02 22:33:00,2023-11-04 11:30:21.402058,2023-11-04 12:43:21.402058,3,Rain,Rural,73.0,1
DLV001079,Bangalore,Kanpur,12.798339,77.444214,26.546246,80.106113,1553.73,Truck,DRV045,24.25,2023-08-23 12:10:00,2023-08-24 19:26:07.795408,2023-08-24 20:35:07.795408,3,Fog,Highway,69.0,1
DLV001080,Bangalore,Pune,13.213284,77.769831,18.226282,73.709181,706.73,Truck,DRV027,46.96,2023-08-12 02:46:00,2023-08-12 19:25:08.554111,2023-08-12 22:27:08.554111,9,Rain,Highway,182.0,1
DLV001081,Kolkata,Indore,22.19871,87.993757,22.895796,76.2163,1211.65,Van,DRV061,8.23,2023-10-09 21:25:00,2023-10-12 02:34:39.994478,2023-10-12 02:10:39.994478,7,Rain,City,-24.0,0
DLV001082,Indore,Chennai,22.403701,75.46335,13.395551,80.349456,1126.89,Motorcycle,DRV098,10.88,2023-03-10 12:49:00,2023-03-13 01:40:07.885168,2023-03-13 04:08:07.885168,7,Snow,City,148.0,1
DLV001083,Visakhapatnam,Coimbatore,17.805085,83.499962,11.220077,77.290258,991.14,Van,DRV029,4.66,2023-11-08 05:49:00,2023-11-09 23:41:32.515723,2023-11-09 23:50:32.515723,6,Rain,City,9.0,0
DLV001084,Coimbatore,Indore,11.157247,76.769962,23.177571,75.391124,1344.56,Van,DRV083,15.75,2023-04-28 04:31:00,2023-04-29 06:44:08.448107,2023-04-29 08:03:08.448107,4,Rain,Highway,79.0,1
DLV001085,Kolkata,Bhopal,22.652393,88.030404,23.47212,77.08849,1122.88,Truck,DRV037,7.14,2023-06-09 12:43:00,2023-06-10 13:16:46.525434,2023-06-10 14:57:46.525434,5,Fog,Highway,101.0,1
DLV001086,Indore,Vadodara,23.134435,75.569414,21.95144,73.440177,255.18,Van,DRV060,1.5,2023-02-12 11:43:00,2023-02-12 17:27:29.577012,2023-02-12 18:02:29.577012,7,Clear,Rural,35.0,1
DLV001087,Chennai,Coimbatore,13.08332,80.682485,10.663415,77.101728,473.5,Car,DRV088,4.1,2023-08-21 00:31:00,2023-08-21 17:55:03.578531,2023-08-21 18:05:03.578531,1,Fog,City,10.0,0
DLV001088,Hyderabad,Visakhapatnam,17.568429,78.580385,17.941627,83.027963,472.8,Motorcycle,DRV100,4.67,2023-08-31 22:21:00,2023-09-01 12:39:08.447684,2023-09-01 12:43:08.447684,2,Cloudy,City,4.0,0
DLV001089,Indore,Bangalore,22.667572,75.763172,13.455689,77.386849,1038.56,Truck,DRV001,2.83,2023-06-22 22:37:00,2023-06-24 04:44:05.288996,2023-06-24 07:40:05.288996,9,Snow,Highway,176.0,1
DLV001090,Thane,Delhi,19.282894,72.730423,29.02919,76.974686,1165.84,Car,DRV037,1.91,2023-01-21 03:55:00,2023-01-23 08:57:44.837623,2023-01-23 11:31:44.837623,6,Fog,City,154.0,1
DLV001091,Jaipur,Bhopal,27.308216,75.390775,23.416463,77.819586,496.77,Motorcycle,DRV087,14.26,2023-06-01 00:34:00,2023-06-01 12:59:09.510776,2023-06-01 13:34:09.510776,5,Snow,Highway,35.0,1
DLV001092,Lucknow,Delhi,27.02352,80.747787,28.302203,77.012735,394.34,Van,DRV046,6.89,2023-01-19 17:47:00,2023-01-20 01:43:10.102572,2023-01-20 02:31:10.102572,3,Fog,Highway,48.0,1
DLV001093,Visakhapatnam,Thane,17.279817,82.862368,18.82296,72.901044,1066.85,Motorcycle,DRV045,4.87,2023-08-23 22:39:00,2023-08-25 08:10:00.610140,2023-08-25 10:33:00.610140,9,Rain,Rural,143.0,1
DLV001094,Nagpur,Delhi,20.77612,79.231629,28.311083,76.80661,872.93,Truck,DRV078,10.42,2023-11-23 03:24:00,2023-11-23 21:00:15.035840,2023-11-23 20:49:15.035840,2,Cloudy,Rural,-11.0,0
DLV001095,Thane,Indore,18.885149,73.401831,23.041071,75.711765,520.62,Van,DRV024,12.14,2023-05-12 23:41:00,2023-05-13 14:00:01.291096,2023-05-13 13:49:01.291096,2,Clear,City,-11.0,0
DLV001096,Coimbatore,Patna,11.193924,77.138471,25.722834,84.903701,1809.94,Truck,DRV089,58.85,2023-01-26 11:36:00,2023-01-28 06:21:35.246452,2023-01-28 06:02:35.246452,7,Fog,Highway,-19.0,0
DLV001097,Jaipur,Vadodara,26.451406,75.742867,22.698174,73.250697,487.49,Van,DRV078,12.19,2023-07-24 05:43:00,2023-07-25 02:11:28.404788,2023-07-25 02:52:28.404788,1,Snow,City,41.0,1
DLV001098,Chennai,Lucknow,13.256994,80.750655,27.332301,81.132879,1565.61,Motorcycle,DRV060,3.07,2023-11-03 20:20:00,2023-11-04 19:49:02.762177,2023-11-04 20:08:02.762177,4,Clear,Highway,19.0,1
DLV001099,Coimbatore,Lucknow,10.760415,77.254356,26.453729,81.226899,1794.12,Car,DRV076,5.94,2023-08-04 20:38:00,2023-08-07 13:13:17.784785,2023-08-07 15:40:17.784785,7,Snow,Rural,147.0,1
DLV001100,Kanpur,Nagpur,26.580535,80.262043,21.083565,78.898571,626.75,Motorcycle,DRV057,15.9,2023-03-19 14:54:00,2023-03-20 06:48:13.800020,2023-03-20 06:34:13.800020,9,Fog,Highway,-14.0,0
DLV001101,Indore,Delhi,22.98173,76.293877,29.054651,76.883781,677.84,Van,DRV081,10.7,2023-09-07 17:22:00,2023-09-08 05:39:09.179606,2023-09-08 06:49:09.179606,9,Clear,Highway,70.0,1
DLV001102,Bhopal,Visakhapatnam,23.012737,76.979885,17.454797,83.630708,928.89,Van,DRV020,13.25,2023-11-16 18:10:00,2023-11-18 08:29:00.719959,2023-11-18 08:00:00.719959,10,Cloudy,City,-29.0,0
DLV001103,Lucknow,Surat,26.979879,81.167255,20.927352,73.050488,1063.98,Car,DRV031,6.83,2023-07-12 17:08:00,2023-07-13 20:26:32.051713,2023-07-13 21:54:32.051713,2,Fog,Rural,88.0,1
DLV001104,Surat,Lucknow,21.296953,72.477197,27.169704,80.681231,1057.0,Truck,DRV021,5.47,2023-07-25 17:26:00,2023-07-26 21:58:20.621104,2023-07-27 00:30:20.621104,7,Snow,Highway,152.0,1
DLV001105,Hyderabad,Nagpur,17.537281,78.391897,21.241844,78.695651,413.16,Car,DRV029,16.31,2023-07-26 15:48:00,2023-07-27 12:02:41.110880,2023-07-27 11:57:41.110880,8,Fog,City,-5.0,0
DLV001106,Lucknow,Mumbai,27.34605,80.657631,18.841171,73.04056,1224.54,Motorcycle,DRV098,4.18,2023-08-26 20:11:00,2023-08-28 18:06:12.616042,2023-08-28 18:02:12.616042,10,Clear,City,-4.0,0
DLV001107,Pune,Mumbai,18.985849,74.272514,19.078876,73.17281,116.06,Truck,DRV018,4.07,2023-11-09 19:32:00,2023-11-09 22:26:05.276493,2023-11-09 22:16:05.276493,10,Clear,Rural,-10.0,0
DLV001108,Coimbatore,Ahmedabad,10.788518,77.271756,22.900816,72.159797,1452.06,Truck,DRV073,5.48,2023-11-17 15:43:00,2023-11-19 05:50:00.070461,2023-11-19 05:44:00.070461,1,Clear,City,-6.0,0
DLV001109,Vadodara,Patna,22.149426,73.662583,25.723784,85.053761,1223.45,Truck,DRV021,4.19,2023-08-23 11:46:00,2023-08-24 15:36:00.331780,2023-08-24 15:26:00.331780,8,Rain,Highway,-10.0,0
DLV001110,Chennai,Kanpur,12.652769,79.827326,26.070278,80.412669,1493.21,Van,DRV004,16.97,2023-04-16 18:29:00,2023-04-18 09:40:48.742102,2023-04-18 11:25:48.742102,10,Fog,Highway,105.0,1
DLV001111,Bhopal,Vadodara,23.688663,77.409343,22.650145,73.127087,452.71,Van,DRV078,20.52,2023-06-19 05:15:00,2023-06-19 16:52:10.508718,2023-06-19 18:48:10.508718,2,Fog,Rural,116.0,1
DLV001112,Thane,Vadodara,18.892264,72.839316,22.444502,72.751897,395.1,Car,DRV050,18.52,2023-02-06 13:16:00,2023-02-06 21:24:55.843963,2023-02-06 20:55:55.843963,10,Cloudy,Highway,-29.0,0
DLV001113,Bhopal,Patna,23.12144,77.447399,26.090324,85.112134,842.06,Van,DRV038,5.6,2023-07-23 23:49:00,2023-07-25 04:14:09.760975,2023-07-25 04:12:09.760975,7,Clear,City,-2.0,0
DLV001114,Thane,Hyderabad,19.514691,73.073515,17.771595,78.397643,593.45,Van,DRV019,26.88,2023-05-15 18:48:00,2023-05-16 06:10:27.799637,2023-05-16 05:49:27.799637,3,Clear,Rural,-21.0,0
DLV001115,Ahmedabad,Patna,23.126804,72.701419,25.511483,84.781912,1251.97,Truck,DRV034,5.23,2023-02-19 10:41:00,2023-02-21 06:30:07.959200,2023-02-21 06:21:07.959200,8,Clear,City,-9.0,0
DLV001116,Lucknow,Visakhapatnam,26.558207,81.182235,17.506816,83.224545,1028.18,Motorcycle,DRV058,12.05,2023-12-25 08:36:00,2023-12-26 13:23:20.611780,2023-12-26 14:29:20.611780,1,Snow,Rural,66.0,1
DLV001117,Mumbai,Jaipur,18.738511,73.337446,27.263981,76.15109,990.65,Motorcycle,DRV073,31.25,2023-07-05 22:18:00,2023-07-07 04:40:47.485075,2023-07-07 05:40:47.485075,3,Snow,Rural,60.0,1
DLV001118,Bhopal,Lucknow,22.903776,76.921219,26.366673,81.032802,566.46,Truck,DRV096,4.43,2023-12-22 04:09:00,2023-12-23 01:10:46.754032,2023-12-23 01:38:46.754032,7,Cloudy,City,28.0,1
DLV001119,Surat,Lucknow,21.125595,72.849115,26.354163,80.868887,1001.72,Truck,DRV075,4.69,2023-01-07 08:23:00,2023-01-08 11:00:45.029203,2023-01-08 12:43:45.029203,9,Cloudy,Rural,103.0,1
DLV001120,Nagpur,Chennai,21.378019,78.821219,13.395842,80.359131,902.42,Motorcycle,DRV067,41.52,2023-07-11 12:55:00,2023-07-12 13:07:54.235136,2023-07-12 13:07:54.235136,3,Fog,Rural,0.0,0
DLV001121,Indore,Mumbai,22.430363,75.59442,19.20403,73.20764,436.14,Van,DRV044,1.58,2023-04-26 09:13:00,2023-04-26 18:04:32.761998,2023-04-26 17:41:32.761998,5,Rain,Highway,-23.0,0
DLV001122,Pune,Indore,18.887412,74.025968,22.667685,75.8456,460.93,Car,DRV059,4.31,2023-10-19 20:58:00,2023-10-20 08:06:21.247870,2023-10-20 07:59:21.247870,9,Clear,Rural,-7.0,0
DLV001123,Delhi,Thane,28.318156,77.335803,19.077043,73.473745,1099.99,Van,DRV043,0.98,2023-09-17 02:17:00,2023-09-18 07:31:29.172922,2023-09-18 07:04:29.172922,9,Cloudy,Rural,-27.0,0
DLV001124,Bhopal,Coimbatore,23.325752,77.829356,11.317618,76.90693,1338.81,Truck,DRV032,0.44,2023-05-12 23:11:00,2023-05-14 05:38:28.707362,2023-05-14 05:25:28.707362,8,Rain,Highway,-13.0,0
DLV001125,Vadodara,Jaipur,22.525899,73.267435,26.904767,75.479616,535.69,Van,DRV096,1.47,2023-04-08 23:53:00,2023-04-09 09:35:34.057596,2023-04-09 10:05:34.057596,9,Clear,Highway,30.0,1
DLV001126,Surat,Coimbatore,21.585042,72.666507,11.469064,76.988855,1215.27,Car,DRV060,5.87,2023-02-20 17:56:00,2023-02-22 03:21:11.559406,2023-02-22 04:01:11.559406,2,Clear,City,40.0,1
DLV001127,Visakhapatnam,Pune,17.818344,83.26144,18.149781,73.732521,1008.36,Van,DRV070,9.45,2023-10-29 06:38:00,2023-10-31 11:34:20.124751,2023-10-31 13:02:20.124751,10,Fog,City,88.0,1
DLV001128,Bhopal,Pune,23.206774,77.690585,18.24087,73.521266,701.96,Car,DRV001,3.31,2023-05-09 13:38:00,2023-05-10 21:55:24.313378,2023-05-10 21:43:24.313378,3,Snow,City,-12.0,0
DLV001129,Lucknow,Jaipur,26.753032,81.372785,27.122822,75.706224,563.18,Truck,DRV044,3.14,2023-05-21 21:35:00,2023-05-22 19:15:56.859769,2023-05-22 18:56:56.859769,8,Cloudy,City,-19.0,0
DLV001130,Visakhapatnam,Mumbai,18.171376,83.384907,18.861404,72.963508,1101.33,Motorcycle,DRV066,7.66,2023-08-29 15:10:00,2023-08-30 15:19:37.730470,2023-08-30 18:12:37.730470,7,Rain,Highway,173.0,1
DLV001131,Kanpur,Surat,26.059382,80.797737,20.844985,72.97913,985.63,Truck,DRV025,16.82,2023-02-25 07:13:00,2023-02-26 16:04:15.256272,2023-02-26 17:30:15.256272,5,Snow,Rural,86.0,1
DLV001132,Lucknow,Pune,27.123521,81.11962,18.634899,74.249169,1176.8,Truck,DRV042,2.82,2023-03-22 06:49:00,2023-03-23 06:29:59.304539,2023-03-23 08:05:59.304539,3,Fog,Highway,96.0,1
DLV001133,Visakhapatnam,Thane,17.265427,83.049415,18.966587,73.466114,1030.14,Motorcycle,DRV030,32.17,2023-05-15 15:59:00,2023-05-17 15:22:11.744363,2023-05-17 15:12:11.744363,3,Snow,City,-10.0,0
DLV001134,Bhopal,Lucknow,23.444625,77.124681,26.585698,80.727485,503.71,Car,DRV073,3.67,2023-07-21 13:00:00,2023-07-22 00:54:00.386346,2023-07-22 00:53:00.386346,7,Fog,Highway,-1.0,0
DLV001135,Jaipur,Mumbai,26.823527,75.521625,18.595651,73.257093,943.85,Truck,DRV027,6.8,2023-12-05 22:16:00,2023-12-07 13:54:29.989418,2023-12-07 13:44:29.989418,1,Snow,City,-10.0,0
DLV001136,Vadodara,Surat,22.145707,72.688292,21.350451,73.15654,100.79,Truck,DRV028,9.42,2023-11-13 16:28:00,2023-11-13 18:41:02.441065,2023-11-13 18:41:02.441065,2,Snow,Highway,0.0,0
DLV001137,Surat,Visakhapatnam,20.816808,72.490766,17.976883,83.334791,1180.05,Van,DRV100,8.38,2023-12-04 12:44:00,2023-12-05 14:32:48.942194,2023-12-05 15:47:48.942194,5,Fog,Highway,75.0,1
DLV001138,Hyderabad,Delhi,17.193918,78.355425,28.883631,77.519935,1302.63,Motorcycle,DRV036,4.62,2023-10-03 11:28:00,2023-10-04 23:56:25.130696,2023-10-05 02:19:25.130696,8,Snow,Highway,143.0,1
DLV001139,Thane,Chennai,19.118657,73.425253,12.989163,80.542536,1020.89,Truck,DRV076,19.21,2023-06-03 18:12:00,2023-06-04 13:51:07.613218,2023-06-04 17:40:07.613218,8,Cloudy,Highway,229.0,1
DLV001140,Jaipur,Surat,27.320161,75.374717,21.606693,73.156635,673.76,Motorcycle,DRV089,7.11,2023-01-12 04:49:00,2023-01-12 19:24:52.984932,2023-01-12 19:22:52.984932,6,Clear,Rural,-2.0,0
DLV001141,Pune,Kolkata,18.811711,73.557611,22.877719,88.714033,1637.6,Motorcycle,DRV060,8.01,2023-04-27 14:23:00,2023-04-29 07:19:23.911223,2023-04-29 06:50:23.911223,5,Snow,Highway,-29.0,0
DLV001142,Chennai,Hyderabad,12.63256,79.920609,17.422581,78.562492,552.22,Car,DRV055,7.11,2023-07-22 15:51:00,2023-07-23 01:30:49.915747,2023-07-23 01:01:49.915747,1,Clear,Rural,-29.0,0
DLV001143,Surat,Thane,21.31535,72.348069,19.678667,72.522688,182.9,Van,DRV065,15.22,2023-06-17 17:31:00,2023-06-17 23:51:25.586664,2023-06-17 23:57:25.586664,6,Snow,Rural,6.0,0
DLV001144,Bangalore,Surat,13.137547,77.917257,20.683481,72.873115,995.72,Van,DRV069,8.26,2023-03-23 16:54:00,2023-03-24 16:08:00.649259,2023-03-24 15:42:00.649259,8,Clear,Rural,-26.0,0
DLV001145,Thane,Jaipur,19.177863,72.977068,26.484613,75.971735,868.39,Car,DRV058,36.33,2023-03-19 20:21:00,2023-03-20 12:37:56.415544,2023-03-20 12:34:56.415544,10,Clear,Highway,-3.0,0
DLV001146,Mumbai,Thane,19.061291,72.527082,19.366557,72.650486,36.33,Motorcycle,DRV001,7.53,2023-11-16 12:01:00,2023-11-16 12:36:25.490159,2023-11-16 12:20:25.490159,6,Clear,Highway,-16.0,0
DLV001147,Surat,Kanpur,21.542595,72.944216,26.107104,80.794238,945.79,Car,DRV084,3.35,2023-12-07 06:49:00,2023-12-08 21:49:49.206666,2023-12-08 21:32:49.206666,10,Cloudy,City,-17.0,0
DLV001148,Lucknow,Kolkata,26.973533,80.699399,22.876293,88.681722,924.57,Van,DRV004,7.64,2023-10-01 19:54:00,2023-10-02 12:39:28.043210,2023-10-02 13:49:28.043210,9,Clear,Highway,70.0,1
DLV001149,Ahmedabad,Pune,23.501447,72.57327,18.475357,74.110176,581.19,Truck,DRV039,8.49,2023-03-25 13:17:00,2023-03-26 01:33:39.187067,2023-03-26 01:31:39.187067,6,Rain,Highway,-2.0,0
DLV001150,Hyderabad,Thane,17.431248,78.076173,19.136284,73.331385,535.6,Van,DRV057,2.49,2023-04-17 12:03:00,2023-04-18 13:21:25.579385,2023-04-18 13:28:25.579385,7,Fog,City,7.0,0
DLV001151,Hyderabad,Bangalore,17.741154,78.085938,12.562321,77.357295,581.14,Truck,DRV065,4.33,2023-10-24 23:33:00,2023-10-25 08:16:01.646178,2023-10-25 08:24:01.646178,4,Clear,Highway,8.0,0
DLV001152,Nagpur,Kanpur,21.268938,78.944267,26.738814,80.06559,618.78,Car,DRV025,9.92,2023-04-18 02:51:00,2023-04-19 02:40:23.339465,2023-04-19 03:24:23.339465,8,Cloudy,City,44.0,1
DLV001153,Mumbai,Delhi,19.215202,72.613383,28.82756,77.582678,1181.6,Car,DRV054,2.73,2023-07-24 03:22:00,2023-07-26 07:21:25.321547,2023-07-26 07:10:25.321547,2,Snow,City,-11.0,0
DLV001154,Ahmedabad,Bangalore,22.950042,72.23226,13.171948,77.853468,1238.6,Car,DRV061,9.48,2023-01-09 08:46:00,2023-01-10 13:15:16.473932,2023-01-10 13:46:16.473932,3,Snow,Highway,31.0,1
DLV001155,Chennai,Vadodara,12.688497,80.27684,22.621825,73.617363,1310.05,Truck,DRV018,14.09,2023-12-22 15:48:00,2023-12-23 16:21:48.132194,2023-12-23 16:09:48.132194,10,Clear,Highway,-12.0,0
DLV001156,Nagpur,Bhopal,21.181489,78.98239,23.608103,77.405583,314.77,Truck,DRV054,7.53,2023-03-30 05:59:00,2023-03-30 10:57:38.271621,2023-03-30 10:37:38.271621,3,Cloudy,Highway,-20.0,0
DLV001157,Mumbai,Patna,19.047903,72.868012,25.940885,85.469542,1503.14,Truck,DRV040,1.36,2023-07-26 20:23:00,2023-07-29 00:29:32.336780,2023-07-29 01:36:32.336780,6,Snow,Rural,67.0,1
DLV001158,Visakhapatnam,Delhi,17.678728,83.291273,28.352237,77.502955,1325.86,Truck,DRV053,2.78,2023-01-24 17:24:00,2023-01-26 04:38:45.072658,2023-01-26 07:07:45.072658,9,Cloudy,Rural,149.0,1
DLV001159,Ahmedabad,Bangalore,23.008983,72.405446,12.578421,77.333445,1271.39,Car,DRV009,6.59,2023-02-27 15:29:00,2023-03-01 09:00:55.019521,2023-03-01 12:43:55.019521,8,Fog,Rural,223.0,1
DLV001160,Mumbai,Kanpur,18.744859,72.838373,26.256988,79.867059,1103.58,Car,DRV061,9.62,2023-05-12 04:20:00,2023-05-14 01:51:21.170642,2023-05-14 03:24:21.170642,10,Cloudy,City,93.0,1
DLV001161,Surat,Pune,20.993345,72.875209,18.572112,73.713259,283.15,Truck,DRV029,12.27,2023-09-21 04:51:00,2023-09-21 09:54:40.439946,2023-09-21 09:42:40.439946,2,Rain,Highway,-12.0,0
DLV001162,Coimbatore,Hyderabad,10.894148,76.714027,17.128467,78.444465,717.89,Truck,DRV029,6.98,2023-05-09 05:46:00,2023-05-10 21:58:07.591289,2023-05-11 01:25:07.591289,8,Snow,City,207.0,1
DLV001163,Jaipur,Chennai,27.17192,75.493288,13.291996,79.79185,1606.78,Motorcycle,DRV055,30.79,2023-07-11 21:09:00,2023-07-13 04:04:50.129815,2023-07-13 04:14:50.129815,1,Cloudy,Rural,10.0,0
DLV001164,Delhi,Ahmedabad,28.452633,77.272737,22.727479,72.813395,777.8,Truck,DRV002,4.86,2023-03-15 20:02:00,2023-03-16 13:05:46.732985,2023-03-16 13:05:46.732985,7,Rain,Highway,0.0,0
DLV001165,Nagpur,Pune,20.698079,79.440743,18.218596,74.231098,611.77,Car,DRV058,27.67,2023-04-20 14:39:00,2023-04-21 13:29:21.701568,2023-04-21 16:40:21.701568,8,Snow,Rural,191.0,1
